recipe_id,name,way,weight,calorie,carbohydrate,protein,fat,salt,img_small,img_big,category,dish
146,비트무절임,6,0.0,38.4,8.5,1.0,0.0,13.3,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00146_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00146_1.png,반찬,1
150,감귤 김치,6,0.0,21.2,4.6,0.6,0.0,64.9,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00150_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00150_1.png,반찬,1
231,두부달걀덮밥,2,0.0,669.4,19.35,3.91,6.2,311.6,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00231_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00231_1.png,밥,1
232,봄나물밥,2,215.0,254.3,54.4,6.6,1.2,138.3,http://www.foodsafetykorea.go.kr/uploadimg/20230306/20230306041839_1678087119869.jpg,http://www.foodsafetykorea.go.kr/uploadimg/20230306/20230306041844_1678087124564.jpg,밥,1
233,가지연어구이,1,0.0,318.2,9.85,15.8,6.19,83.4,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00233_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00233_1.png,반찬,1
234,갈릭칩동태구이,1,0.0,141.8,6.74,20.4,3.82,232.3,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00234_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00234_1.png,반찬,1
235,고구마두부스테이크,1,0.0,741.4,20.8,7.8,11.0,216.6,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00235_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00235_1.png,반찬,1
236,닭가슴살카나페,1,0.0,281.4,16.6,14.8,1.96,202.1,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00236_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00236_1.png,반찬,1
237,삼색꼬치구이,1,0.0,255.4,9.12,11.9,6.14,57.0,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00237_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00237_1.png,반찬,1
238,꽁치채소말이,1,0.0,523.0,10.3,13.7,12.6,93.7,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00238_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00238_1.png,반찬,1
239,차돌박이구이,1,0.0,210.2,9.64,8.88,8.33,32.0,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00239_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00239_1.png,반찬,1
240,간장아귀찜,2,0.0,100.5,1.15,15.1,0.76,119.3,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00240_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00240_1.png,반찬,1
241,견과류통삼겹살찜,4,0.0,745.4,6.0,14.9,29.0,282.4,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00241_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00241_1.png,반찬,1
242,닭가슴살말이,4,0.0,233.1,3.98,2.22,3.59,113.6,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00242_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00242_1.png,반찬,1
243,두부말이찜,4,0.0,250.6,19.4,1.64,5.51,90.5,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00243_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00243_1.png,반찬,1
244,미나리명태찜,4,0.0,119.4,0.03,19.9,1.03,137.3,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00244_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00244_1.png,반찬,1
340,불고기덮밥,3,0.0,332.5,58.3,12.6,5.4,192.5,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00340_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00340_1.png,밥,1
341,바비큐리조또,2,0.0,301.0,39.4,10.5,11.2,269.9,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00341_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00341_1.png,밥,1
342,간편콩국수,2,0.0,229.9,26.2,12.3,8.4,183.4,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00342_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00342_1.png,일품,1
343,모듬해물찜,2,0.0,156.3,12.0,21.0,2.7,1010.5,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00343_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00343_1.png,반찬,1
344,크렌베리귀리밥,2,0.0,494.2,104.3,9.6,4.3,22.4,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00344_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00344_1.png,밥,1
345,블루베리냉스프,6,0.0,115.7,20.6,2.2,2.7,32.8,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00345_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00345_1.png,일품,1
346,토마토제철나물 샐러드,6,0.0,80.0,9.0,0.5,4.3,72.3,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00346_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00346_1.png,반찬,1
347,브로콜리스프,2,0.0,134.5,8.7,3.0,9.8,112.9,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00347_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00347_1.png,일품,1
348,초계샐러드,2,0.0,116.8,5.0,14.2,4.5,63.9,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00348_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00348_1.png,반찬,1
349,토마토맑은장국,2,170.0,25.4,3.0,1.8,0.7,174.1,http://www.foodsafetykorea.go.kr/uploadimg/20230313/20230313031720_1678688240492.jpg,http://www.foodsafetykorea.go.kr/uploadimg/20230313/20230313031735_1678688255621.jpg,국&찌개,1
350,매생이찰범벅,2,0.0,122.3,23.7,3.7,1.4,64.3,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00350_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00350_1.png,밥,1
351,통삼겹맥적구이,1,0.0,397.2,4.1,14.8,35.7,120.6,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00351_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00351_1.png,반찬,1
352,닭가슴살샌드스테이크,1,0.0,187.9,4.8,22.6,8.7,54.1,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00352_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00352_1.png,반찬,1
353,치즈리조또,2,0.0,370.8,57.1,9.0,11.8,166.1,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00353_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00353_1.png,밥,1
354,가지말이샐러드,1,0.0,89.0,9.1,2.9,4.6,58.0,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00354_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00354_1.png,반찬,1
485,유자등갈비구이,1,0.0,433.3,42.6,15.4,22.4,167.6,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00485_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00485_1.png,반찬,1
486,실곤약팟타야,3,0.0,147.2,11.6,13.1,5.4,212.4,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00486_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00486_1.png,일품,1
487,닭고기라이스롤,2,0.0,272.9,20.6,33.0,6.5,439.1,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00487_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00487_1.png,반찬,1
488,깐풍파스타,5,0.0,686.1,69.8,28.3,32.7,206.4,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00488_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00488_1.png,일품,1
489,닭강정,5,0.0,573.1,22.4,29.1,40.8,377.9,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00489_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00489_1.png,반찬,1
490,소고기꼬치구이,1,0.0,412.3,24.3,33.2,20.3,284.3,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00490_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00490_1.png,반찬,1
491,황태볶음면,3,0.0,601.6,67.4,16.8,29.4,473.5,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00491_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00491_1.png,일품,1
492,토마토덮밥,3,0.0,379.3,71.1,15.6,3.6,181.2,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00492_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00492_1.png,밥,1
493,표고크림파스타,3,0.0,332.5,54.6,10.8,7.8,107.0,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00493_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00493_1.png,일품,1
494,떡갈비통치미국수,2,0.0,242.1,45.8,10.3,2.0,448.3,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00494_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00494_1.png,일품,1
495,백김치닭살샐러드,6,0.0,113.1,7.4,18.9,0.9,232.1,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00495_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00495_1.png,반찬,1
496,단호박크림파스타,2,0.0,236.6,40.9,8.8,4.2,205.1,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00496_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00496_1.png,일품,1
497,견과편수,4,0.0,416.3,49.8,38.9,6.8,104.5,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00497_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00497_1.png,반찬,1
498,바지락실곤약파스타,3,0.0,53.5,8.9,3.3,0.5,165.8,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00498_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00498_1.png,일품,1
499,황태리조또,2,0.0,292.3,5.4,29.1,17.1,504.9,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00499_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00499_1.png,밥,1
646,깻잎애호박찜,4,0.0,38.5,6.2,2.0,0.6,329.2,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00646_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00646_1.png,반찬,1
647,녹차와 대추밀전병,3,0.0,220.9,30.1,9.9,6.8,33.8,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00647_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00647_1.png,반찬,1
648,단호박 된장매쉬와 해물굴림만두,4,0.0,96.7,10.2,11.3,1.2,414.6,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00648_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00648_1.png,일품,1
649,닭순대,4,0.0,298.3,17.0,51.9,2.5,256.7,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00649_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00649_1.png,반찬,1
650,도라지 유자청생채,6,0.0,133.3,30.6,2.5,0.1,217.8,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00650_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00650_1.png,반찬,1
651,돼지고기 숙주덮밥,2,200.0,182.1,17.2,16.5,5.3,206.1,http://www.foodsafetykorea.go.kr/uploadimg/20230309/20230309031030_1678342230794.jpg,http://www.foodsafetykorea.go.kr/uploadimg/20230309/20230309031035_1678342235213.jpg,밥,1
652,두부스테이크,1,0.0,308.8,8.7,19.0,22.0,60.7,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00652_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00652_1.png,일품,1
653,들깨곤약수제비,2,0.0,137.7,7.5,6.1,9.3,51.4,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00653_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00653_1.png,일품,1
654,먹물소스를 곁들인 토마토피클,6,0.0,140.9,33.2,1.6,0.2,73.2,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00654_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00654_1.png,반찬,1
655,묵은지고등어와 새우말이꼬치,2,0.0,403.0,22.3,41.5,16.4,1199.1,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00655_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00655_1.png,반찬,1
656,버섯배추말이,2,0.0,95.4,17.3,5.4,0.5,500.0,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00656_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00656_1.png,반찬,1
657,봄날의 연못,2,0.0,191.1,26.5,20.3,0.4,318.5,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00657_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00657_1.png,반찬,1
658,산나물 유부초밥,2,0.0,304.0,51.8,10.4,6.1,72.8,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00658_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00658_1.png,밥,1
659,삼삼한 롤,6,0.0,323.6,9.7,33.7,16.7,189.8,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00659_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00659_1.png,반찬,1
660,삼색채소 냉파스타,2,0.0,323.2,51.1,13.6,7.2,50.9,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00660_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00660_1.png,일품,1
661,새우보리죽 고등어스테이크,2,0.0,541.5,88.4,25.3,9.6,140.7,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00661_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00661_1.png,일품,1
662,소금없는 초밥,2,0.0,521.6,80.3,26.7,10.4,172.0,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00662_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00662_1.png,밥,1
725,잣소스새송이볶음,3,0.0,151.4,3.2,7.7,18.7,168.2,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102053_1416273653440.jpg,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102053_1416273653440.jpg,반찬,1
727,더덕얼갈이겉절이,6,0.0,35.5,4.6,2.6,1.3,448.4,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102056_1416273656078.jpg,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102056_1416273656078.jpg,반찬,1
728,과일겨자채,6,0.0,123.6,16.1,3.1,6.2,109.2,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102058_1416273658950.jpg,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102058_1416273658950.jpg,반찬,1
729,콜라비물김치,6,0.0,24.1,5.3,0.5,0.1,1178.3,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102100_1416273660762.jpg,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102100_1416273660762.jpg,반찬,1
730,고구마라떼,2,0.0,291.7,42.2,2.8,14.7,70.0,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102102_1416273662245.jpg,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102102_1416273662245.jpg,후식,1
731,홍시곶감화채,6,0.0,173.2,38.1,1.56,3.44,3.1,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102102_1416273662979.jpg,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102102_1416273662979.jpg,후식,1
732,오징어채소말이와 치킨양념소스,2,0.0,106.4,8.2,15.8,1.0,382.1,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102125_1416273685292.jpg,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102125_1416273685292.jpg,반찬,1
733,옥수수감자샐러드,2,0.0,248.6,14.8,10.9,16.1,212.7,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102126_1416273686634.jpg,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102126_1416273686634.jpg,반찬,1
737,홍합 쌀옹심이국,2,0.0,317.2,46.8,11.7,8.3,498.8,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118101955_1416273595773.jpg,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118101955_1416273595773.jpg,국&찌개,1
738,찬밥김치달걀찜,4,0.0,134.2,12.2,7.9,5.7,465.7,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118101957_1416273597162.jpg,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118101957_1416273597162.jpg,반찬,1
739,꼬막떡꼬치구이,1,0.0,220.8,29.7,11.6,5.8,496.2,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118101958_1416273598193.jpg,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118101958_1416273598193.jpg,반찬,1
740,물파래콩전,1,0.0,181.5,15.0,10.0,9.9,124.1,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118101959_1416273599145.jpg,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118101959_1416273599145.jpg,반찬,1
400,카스텔라케이크와 해독주스,6,0.0,270.2,32.8,5.3,13.1,91.6,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00400_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00400_1.png,후식,1
401,토마토김치,6,0.0,80.2,13.8,3.8,1.1,109.5,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00401_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00401_1.png,반찬,1
402,닭가슴살스튜,2,0.0,148.7,10.6,19.4,3.2,223.6,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00402_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00402_1.png,반찬,1
403,가지겉절이,6,0.0,109.1,16.2,3.8,3.2,344.3,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00403_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00403_1.png,반찬,1
404,저염 동치미,6,0.0,57.2,12.2,1.4,0.3,52.2,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00404_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00404_1.png,반찬,1
405,장어수육구이,1,0.0,129.0,3.9,15.2,5.9,155.2,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00405_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00405_1.png,반찬,1
406,울금해초밥,2,0.0,212.0,44.0,5.0,1.8,402.8,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00406_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00406_1.png,밥,1
407,미역줄기두부무침,6,0.0,178.3,4.6,17.5,10.0,446.4,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00407_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00407_1.png,반찬,1
408,맑은육개장,2,0.0,87.4,6.8,9.8,2.3,115.8,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00408_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00408_1.png,국&찌개,1
409,주꾸미보양샐러드,6,0.0,132.7,3.2,20.3,4.3,191.8,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00409_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00409_1.png,반찬,1
410,전복내장밥,2,0.0,279.8,42.8,12.7,6.4,183.8,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00410_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00410_1.png,밥,1
411,카레감자전,1,0.0,186.9,29.5,4.2,5.8,491.9,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00411_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00411_1.png,반찬,1
412,두부채소샐러드,6,0.0,154.2,10.0,7.5,9.4,40.1,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00412_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00412_1.png,반찬,1
413,더덕비트물김치,6,0.0,43.8,8.9,1.8,0.1,107.0,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00413_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00413_1.png,반찬,1
515,연어허브스테이크,1,0.0,455.5,3.5,47.3,28.1,256.4,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00515_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00515_1.png,반찬,1
516,해물칼국수,2,0.0,184.6,27.4,12.7,2.7,150.3,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00516_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00516_1.png,일품,1
517,버섯리조또,2,0.0,213.7,40.3,5.2,3.5,66.5,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00517_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00517_1.png,밥,1
518,삼색소고기만두,2,0.0,203.8,38.4,0.4,5.4,136.1,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00518_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00518_1.png,반찬,1
519,콩가루비빔밥,3,0.0,449.4,85.2,13.0,6.3,575.8,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00519_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00519_1.png,밥,1
520,인삼닭살찜,2,0.0,145.4,19.4,14.1,1.3,253.4,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00520_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00520_1.png,반찬,1
521,양배추버섯말이,4,0.0,110.1,24.1,0.0,1.5,242.1,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00521_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00521_1.png,반찬,1
522,단호박떡갈비,4,0.0,274.1,34.9,20.1,6.0,196.0,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00522_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00522_1.png,반찬,1
523,배추만두탕,2,0.0,51.1,5.5,5.3,0.9,160.9,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00523_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00523_1.png,국&찌개,1
524,해산물누들볶음,3,0.0,488.6,47.9,17.1,25.4,274.5,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00524_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00524_1.png,일품,1
525,허브닭스테이크,1,0.0,200.0,13.2,31.2,2.5,275.0,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00525_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00525_1.png,반찬,1
526,새우완자찜,4,0.0,121.0,7.0,20.4,1.3,175.8,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00526_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00526_1.png,반찬,1
527,두부된장무침,6,0.0,217.7,14.4,15.5,10.9,587.3,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00527_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00527_1.png,반찬,1
528,귀리죽,2,0.0,317.9,51.9,11.9,7.0,53.4,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00528_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00528_1.png,밥,1
529,탕평채,6,0.0,174.3,40.8,1.4,0.6,607.3,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00529_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00529_1.png,반찬,1
554,겨자소스를 곁들인 새우롤과 전복샐러드,6,0.0,379.2,1.5,45.9,21.1,330.4,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00554_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00554_1.png,반찬,1
555,속채운대저토마토백김치,6,0.0,76.0,15.1,3.5,0.2,278.5,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00555_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00555_1.png,반찬,1
556,둥지튀김,5,0.0,415.3,31.9,25.6,20.6,92.9,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00556_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00556_1.png,반찬,1
557,들깨죽,2,0.0,338.7,28.9,11.7,19.6,10.9,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00557_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00557_1.png,일품,1
558,레몬크림콩다식,6,0.0,527.1,83.5,18.4,13.3,206.4,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00558_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00558_1.png,후식,1
559,룰룰랄라,3,0.0,242.5,34.2,12.9,6.0,55.5,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00559_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00559_1.png,반찬,1
560,매실소스를 곁들인 돼지고기만두,3,0.0,183.4,21.0,15.1,4.3,235.5,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00560_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00560_1.png,반찬,1
561,머스터드튤립치킨,5,0.0,342.4,5.1,21.5,26.2,290.0,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00561_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00561_1.png,반찬,1
562,머위향 통밀푸실리,3,0.0,275.9,58.0,9.7,0.6,202.1,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00562_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00562_1.png,일품,1
563,미니함박스테이크,1,0.0,210.3,16.6,25.5,4.7,149.4,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00563_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00563_1.png,반찬,1
564,바다완자탕,2,0.0,146.9,23.0,10.5,1.5,119.2,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00564_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00564_1.png,국&찌개,1
565,봄옷을 입은 닭,5,0.0,656.4,100.9,23.3,17.7,224.2,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00565_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00565_1.png,반찬,1
566,삼계치킨,1,0.0,359.7,19.5,25.8,19.8,168.7,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00566_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00566_1.png,일품,1
567,삼계치킨롤,2,0.0,281.2,21.6,28.4,9.0,151.4,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00567_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00567_1.png,반찬,1
568,새우완자탕,2,0.0,13.4,13.2,12.2,1.3,141.6,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00568_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00568_1.png,국&찌개,1
