recipe_id,sequence,description,img
163,3,"3. 달래, 깻잎, 파프리카를 5cm로 썰고 꼬막과 달래, 깻잎, 파프리카에 소스를 넣고 버무린다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00163_4.png
165,1,"1. 마늘, 양파, 배는 다지고 고추장, 와사비, 고춧가루, 올리고당, 사과식초와 함께 섞어 고추장 소스를 만든다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00165_1.png
165,2,"2. 가지는 길게 자르고, 미나리는 잎을 떼고, 파프리카는 채 썬다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00165_2.png
165,3,"3. 가지는 찌고, 미나리와 베이컨은 데친 후 베이컨, 가지, 파프리카 순으로 올려 말아준 뒤 미나리로 묶어 접시에 담고 소스를 뿌려 완성한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00165_3.png
172,1,"1. 검정깨, 마요네즈, 청국장 가루를 섞어 소스를 만든다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00172_1.png
172,2,2. 팬에 식용유를 둘러 연어와 마늘종을 굽는다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00172_2.png
172,3,"3. 마늘종을 접시에 깔고 연어를 올린 뒤 소스를 뿌리고 채썬 대추채를 얹어 장식한다.
대추채를 얹어 장식한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00172_3.png
258,1,"1. 곤약과 두부는 사방 1㎝ 크기로
깍둑 썰고, 가지와 애호박은 조금
더 작은 크기로 썰고, 꽈리고추는
얇게 송송 썬다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00258_1.png
258,2,"2. 곤약을 끓는 물에 식초를 한두 방울
떨어뜨린 후 삶아 냄새를 제거한 후
찬물에 식힌다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00258_2.png
258,3,"3. 올리브유(10g)를 두른 팬에 두부를
올려 살짝 굽는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00258_3.png
258,4,"4. 팬에 조림장을 넣은 후 약한 불에서
저어가며 끓이다가 조림장이 고루
섞이면 곤약과 두부, 가지, 애호박을
모두 넣고 조린다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00258_4.png
258,5,"5. 조림장이 반 이상 졸아들면
꽈리고추를 넣고 조금 더 조려
마무리한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00258_5.png
259,1,"1. 미나리, 숙주는 적당한 길이로 썰고,
양파는 채 썰고, 대파, 고추,
아스파라거스는 어슷하게 썬다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00259_1.png
259,2,2. 해산물을 끓는 물에 데친다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00259_2.png
259,3,"3. 해산물 데친 물에 육수 재료를 넣고
끓인 뒤 체에 걸러 육수를 만든다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00259_3.png
259,4,"4. 냄비에 데친 해산물과 미나리, 숙주,
양파, 대파, 청양고추, 아스파라거스,
붉은 고추를 얹은 뒤 육수를 넣어
끓인다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00259_4.png
259,5,"5. 녹말물을 넣어 농도를 맞춘 뒤 조려
마무리한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00259_5.png
260,1,"1. 고구마, 당근, 양파, 파프리카는 깍둑
썰고, 양송이버섯은 4등분해 썰고,
브로콜리는 먹기 좋게 썬다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00260_1.png
260,2,"2. 가자미에 밀가루, 달걀물을 묻혀
버터를 두른 팬에 바삭하게 굽는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00260_2.png
260,3,"3. 식용유를 두른 팬을 약한 불로
달궈 다진 마늘을 볶다가
토마토페이스트를 넣어 볶는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00260_3.png
260,4,"4. 당근, 양파, 고구마를 넣어 볶다가
브로콜리와 치킨스톡, 카레가루,
강황가루을 넣어 잘 섞어 끓인다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00260_4.png
260,5,"5. 코코넛 밀크와 생크림, 파프리카,
양송이버섯을 넣어 살짝 더 끓인다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00260_5.png
260,6,"6. 구운 가자미와 청양고추를 넣고
조려 마무리한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00260_6.png
261,1,"1. 양파와 셀러리, 당근, 사과, 버섯은
잘게 다지고, 가지, 양파는 한입
크기로 썰고, 토마토는 십자로
칼집을 내고 살짝 데쳐 껍질을
벗긴 뒤 씨를 제거해 다진다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00261_1.png
261,2,"2. 단호박과 브로콜리는 한입 크기로
썰어 데친다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00261_2.png
261,3,"3. 닭가슴살은 칼집을 내 닭밑간양념한
뒤 팬에 식용유(10g)를 둘러
80%정도 익힌다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00261_3.png
261,4,"4. 팬에 식용유를 두르고 다진 마늘을
먼저 볶다가 양파와 셀러리, 당근을
넣어 볶고, 양파가 투명하게 변하면
사과와 버섯을 넣어 볶는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00261_4.png
261,5,"5. 토마토를 넣어 3분 정도 더 볶다가
닭육수와 월계수잎을 넣어 5분 정도
푹 끓인 뒤 한 김 식혀 오레가노와
바질을 넣고 믹서기에 곱게 갈아
타콤소스를 만든다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00261_5.png
261,6,"6. 단호박과 브로콜리, 양파, 가지를
센 불에서 빠르게 볶은 뒤 닭고기와
타콤소스를 넣어 조리다가 닭고기가
다 익으면 접시에 담고,
파슬리가루를 뿌려 마무리.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00261_6.png
262,1,"1. 콩을 충분히 불린 후 냄비에 물과
함께 넣고 삶는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00262_1.png
262,2,2. 양파와 버섯은 곱게 다진다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00262_2.png
262,3,"3. 토마토를 끓는 물에 데쳐 껍질을
벗긴 뒤 으깨 팬에서 끓인다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00262_3.png
262,4,"4. 양파와 버섯을 넣고 끓여 숨이
죽으면 설탕과 후춧가루로 간을
한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00262_4.png
262,5,"5. 삶은 콩을 넣고 조린 뒤
파슬리가루를 뿌려 마무리한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00262_5.png
263,1,"1. 고추는 어슷 썰고, 무, 당근, 양파,
노란 파프리카, 두부는 납작하게
썬다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00263_1.png
263,2,"2. 토마토소스 재료를 믹서에 갈아
토마토소스를 만든다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00263_2.png
263,3,"3. 두부를 제외한 납작 썬 재료를
식용유(5g)를 두른 팬에 볶다가 갈아
놓은 토마토소스를 함께 넣어 볶아
토마토채소소스를 만든다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00263_3.png
263,4,"4. 냄비에 육수 재료를 넣고
끓어오르면 다시마를 건진 뒤 다진
마늘을 넣고 다시 끓어오르면
콩나물과 관자를 건져내 따로 둔다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00263_4.png
263,5,"5. 육수에 토마토채소소스를 넣어 끓인
후, 마지막으로 두부를 넣어 약 2분
정도 끓인다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00263_5.png
263,6,"6. 그릇에 담고 덜어놓았던 콩나물과
관자, 고추를 올려 마무리한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00263_6.png
264,1,"1. 느타리버섯, 양송이버섯, 표고버섯,
두부, 애호박, 양파, 껍질 벗긴 밤은
사방 1cm로 깍뚝 썰고, 호두는
반으로 가른다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00264_1.png
264,2,"2. 뚝배기에 들기름을 두르고 호두와
밤을 살짝 볶은 후 두부를 제외한
재료를 넣고 볶는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00264_2.png
264,3,3. 멸치다시마육수를 넣고 끓인다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00264_3.png
264,4,"4. 들깻가루와 두부를 넣고 걸쭉하게
끓여 마무리한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00264_4.png
265,1,"1. 냄비에 다시마와 물(250g)을 넣고
중간 불에서 끓여 끓어오르면
다시마를 건진다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00265_1.png
265,2,"2. 감자와 연근은 껍질을 벗겨 깍둑
썰고 물에 헹궈 전분기를
제거한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00265_2.png
265,3,"3. 마른 미역은 미지근한 물에 담가
불린 후 손으로 바락바락 주물러
한입 크기로 썬다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00265_3.png
265,4,"4. 찹쌀가루에 물(25g)과 소금(0.1g)을
넣고 반죽해 작은 새알심을 만든다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00265_4.png
265,5,"5. 냄비에 들기름을 두르고 미역과
다진 마늘을 넣고 볶다가
다시마물과 감자, 연근을 넣고
끓인다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00265_5.png
265,6,"6. 감자가 익을 때쯤 새알심을 넣어
익힌 후 들깻가루를 넣고
국간장으로 간을 해 마무리한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00265_6.png
266,1,"1. 대구는 비늘과 내장을 제거하고
흐르는 물에 씻어 비린 향을 없앤다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00266_1.png
266,2,"2. 미나리는 6cm 길이로 썰고,
청양고추, 붉은 고추는 어슷하게
썰고, 콩나물, 쑥갓을 씻어 준비한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00266_2.png
266,3,"3. 쑥가루와 밀가루를 섞고 물(15g)을
조금씩 넣어가며 매끈해지도록
반죽한 뒤 30분~1시간 정도
숙성시킨다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00266_3.png
266,4,"4. 냄비에 육수 재료를 넣어 10분간
끓여 육수를 만든다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00266_4.png
266,5,"5. 다진 마늘과 생강을 넣고 향이
우러나면 대구를 넣은 뒤 대구가
어느 정도 익으면 콩나물을 넣고,
끓어오르면 수제비 반죽을 떼어
넣는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00266_5.png
266,6,"6. 청양고추, 붉은 고추를 넣고 한소끔
더 끓이다가 미나리와 쑥갓을
얹은 뒤 바로 불을 꺼 마무리한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00266_6.png
267,1,1. 육수를 끓인 양지는 건져 얇게 썬다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00267_1.png
267,2,"2. 버섯은 잘게 찢고, 애호박은
반달모양으로 납작 썰고, 고추와
대파는 어슷하게 썬다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00267_2.png
267,3,"3. 방울토마토에 열십자로 칼집을 넣고
끓는 물에 데쳐 껍질을 벗긴다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00267_3.png
267,4,"4. 냄비에 식용유(10g)를 두른 뒤
다진 마늘을 넣고 볶아 향을 낸 뒤
방울토마토를 넣고 볶는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00267_4.png
267,5,"5. 육수(300g), 콩나물, 쇠고기,
느타리버섯, 애호박을 넣고 국간장과
소금으로 간해 끓인다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00267_5.png
267,6,"6. 어슷 썬 청양고추와 대파를 넣어
마무리한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00267_6.png
268,1,"1. 냄비에 육수 재료를 넣고 10분 정도
끓여 체에 걸러 육수를 만든다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00268_1.png
268,2,"2. 양파는 채 썰고, 고추는 어슷 썰고,
토마토는 잘게 다진다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00268_2.png
268,3,"3. 돼지고기는 1.5cm 크기로 깍둑썰기
하고, 핏물을 제거한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00268_3.png
268,4,"4. 냄비에 육수를 붓고 다진 토마토와
다진 마늘, 바질가루를 넣고 끓인다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00268_4.png
268,5,"5. 걸쭉해지면 설탕과 돼지고기를 넣고,
고기가 익으면 채 썬 양파, 어슷
썬 청양고추와 꼭지를 딴
방울토마토를 넣는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00268_5.png
268,6,"6. 방울토마토의 껍질이 벗겨질 때까지
끓이고 후춧가루를 넣어 마무리한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00268_6.png
269,1,"1. 쇠고기는 핏물을 제거한 뒤 양파,
마늘을 넣고 물(300g)을 부어 1시간
이상 끓인 뒤 면포에 걸러 육수를
만든다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00269_1.png
269,2,"2. 삶은 쇠고기는 건져내 결 반대
방향으로 썬다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00269_2.png
269,3,"3. 배추, 무, 느타리버섯, 표고버섯은
먹기 좋은 크기로 썬다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00269_3.png
269,4,4. 전복은 깨끗이 손질한다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00269_4.png
269,5,"5. 육수를 끓인 뒤 끓어오르면 무를
넣어 반투명해지면 배추, 버섯,
전복을 넣는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00269_5.png
269,6,"6. 전복이 익으면 쇠고기를 넣고
저염간장으로 간을 해 마무리한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00269_6.png
270,1,"1. 김치를 씻은 뒤 줄기부분은 한입
크기로 썰고, 잎은 따로 두고,
토마토, 양파도 비슷한 크기로 썬다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00270_1.png
270,2,"2. 오징어는 칼집을 넣고, 홍합,
바지락, 주꾸미와 함께 살짝 데친 뒤
식용유(10g) 두른 팬에 볶는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00270_2.png
270,3,"3. 새우, 부추, 불린 당면과 무말랭이는
다진 뒤 녹말가루와 달걀을 넣어
반죽해 김치주머니 소를 만든다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00270_3.png
270,4,"4. 김치 잎에 소를 넣고 주머니
모양으로 감싸 데친 미나리로
묶는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00270_4.png
270,5,"5. 김치와 채소를 볶아 냄비에 담은 뒤
해산물과 김치주머니를 넣고
끓이다가 끓어오르면 쑥갓,
느타리버섯, 팽이버섯, 고추를 올려
마무리한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00270_5.png
18,1,1. 새송이버섯은 굵게 채썬 후 달군 프라이팬에 기름을 두르고 노릇하게 볶는다.a,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00018_1.png
18,2,"2. 소스 팬에 두유, 생크림, 청양고추, 후추를 넣고 약한 불에 뭉근하게 졸인다.b",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00018_2.png
18,3,3. 볶은 새송이버섯을 소스에 넣고 고루 섞어 가며 조금 더 볶아 접시에 담은 후 새싹채소를 함께 곁들인다.c,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00018_3.png
19,1,1. 파프리카는 씨를 빼고 버섯 크기와 비슷하게 썬다.a,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00019_1.png
19,2,2. 달구어진 팬에 카놀라유를 두르고 백일송이 버섯을 볶는다.b,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00019_2.png
19,3,3. 버섯이 살짝 숨이 죽으면 파프리카를 넣어 함께 볶아 접시에 담는다.c,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00019_3.png
21,1,1. 가지는 꼭지를 떼어 편으로 썬다.,http://www.foodsafetykorea.go.kr/uploadimg/20230309/20230309030103_1678341663088.jpg
21,2,"2. 새송이버섯은 길게 편으로 썰고, 표고버섯은 기둥을 떼고 납작하게 썬다.",http://www.foodsafetykorea.go.kr/uploadimg/20230309/20230309030120_1678341680752.jpg
21,3,3. 가지와 버섯은 끓는 물에 각각 데친 후 찬물에 식힌다.,http://www.foodsafetykorea.go.kr/uploadimg/20230313/20230313032425_1678688665992.jpg
21,4,4. 땅콩소스 재료를 섞어 땅콩소스를 만든다.,http://www.foodsafetykorea.go.kr/uploadimg/20230313/20230313032438_1678688678164.jpg
21,5,"5. 데친 가지와 버섯은 물기를 제거해 그릇에 담고, 땅콩소스를 곁들여 마무리한다.",http://www.foodsafetykorea.go.kr/uploadimg/20230309/20230309030208_1678341728057.jpg
96,1,"1. 유자청, 레몬즙, 카놀라유, 흰 후추를 넣어 유자 드레싱을 만든다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00096_1.png
96,2,"2. 실곤약은 끓는 물에 데치고 찬물에 헹궈 물기를 빼준다. 오이, 사과, 당근, 빨강 파프리카는 4cm 길이로 가늘게 채 썬다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00096_3.png
96,3,"3. 실곤약, 오이, 사과, 당근, 빨강 파프리카에 유자 드레싱을 섞어 버무린다.c",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00096_4.png
284,1,"1. 냄비에 육수 재료를 넣고 10분간
끓여 건진다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00284_1.png
284,2,"2. 마늘은 다지고, 양파는 채 썰고,
애호박은 반달모양으로 납작하게
썬다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00284_2.png
284,3,"3. 단배추는 5cm로 썰고, 대파는
어슷 썰고, 두부는 0.5cm 두께로
썬다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00284_3.png
284,4,"4. 된장에 표고버섯가루, 날콩가루,
육수(50g)를 넣어 섞는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00284_4.png
284,5,"5. 육수에 된장을 풀고 다진 마늘, 호박,
양파, 단배추 순으로 넣어가며
끓인다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00284_5.png
284,6,"6. 끓으면 마른 새우, 대파를 넣어 살짝
더 끓여 마무리한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00284_6.png
285,1,"1. 보리를 김 오른 찜기에 넣고 쪄서
저염된장과 섞은 뒤 재워
보리된장을 만든다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00285_1.png
285,2,2. 검은콩은 삶아서 간다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00285_2.png
285,3,"3. 검은콩 삶은 물(200g)에 바지락,
멸치, 다시마를 넣고 끓여 육수를
만든다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00285_3.png
285,4,"4. 애호박, 양파, 검은콩두부,
표고버섯은 깍둑 썰고, 붉은 고추,
청양고추, 대파는 어슷하게 썬다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00285_4.png
285,5,"5. 육수에 보리된장을 풀고 호박, 양파,
표고버섯을 넣고 끓인다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00285_5.png
285,6,"6. 갈아놓은 검은콩을 넣어 농도를
맞춘 후 검은콩두부, 대파, 고추를
넣고 한소끔 끓여 마무리한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00285_6.png
286,1,"1. 냄비에 육수 재료를 넣고 10분간
끓여 체로 건진다.",http://www.foodsafetykorea.go.kr/uploadimg/20230313/20230313014423_1678682663468.jpg
286,2,"2. 단호박은 전자레인지에 2분간 넣고
익힌 후 껍질을 벗겨 으깬다.",http://www.foodsafetykorea.go.kr/uploadimg/20230313/20230313014442_1678682682771.jpg
286,3,"3. 배추와 새송이버섯을 먹기 좋은
크기로 썰고 홍고추는 어슷 썬다.",http://www.foodsafetykorea.go.kr/uploadimg/20230313/20230313014508_1678682708772.jpg
286,4,4. 육수에 단호박을 넣어 잘 풀어준다.,http://www.foodsafetykorea.go.kr/uploadimg/20230313/20230313014540_1678682740233.jpg
286,5,5. 육수에 된장을 풀어 끓인다.,http://www.foodsafetykorea.go.kr/uploadimg/20230313/20230313014557_1678682757303.jpg
286,6,"6. 배추와 새송이버섯을 넣어 익힌 후
홍고추를 넣고 마무리한다.",http://www.foodsafetykorea.go.kr/uploadimg/20230313/20230313014618_1678682778547.jpg
287,1,"1. 냄비에 육수 재료를 넣어 20분간
끓인 뒤 불을 끄고 가다랑어포를
넣어 10분간 우려 체에 걸러
차갑게 식힌다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00287_1.png
287,2,2. 된장양념을 만든다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00287_2.png
287,3,3. 오이와 깻잎은 채 썬다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00287_3.png
287,4,4. 식힌 육수에 된장양념을 푼다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00287_4.png
287,5,"5. 채 썬 오이와 깻잎을 올려
마무리한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00287_5.png
288,1,"1. 냄비에 무, 돼지고기, 다시마를 넣고
끓이다가 끓어오르면 다시마를
건지고 청주와 보리새우를 넣어
약한 불로 끓여 고기가 익으면 체에
거른다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00288_1.png
288,2,"2. 숙주는 끝을 다듬고, 느타리버섯은
결대로 찢고, 양파는 채 썰고, 대파와
청양고추는 어슷 썰고, 무는
납작하게 썬다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00288_2.png
288,3,"3. 얼갈이배추는 밑동을 잘라 3cm
간격으로 썰어 데친 뒤 찬물로 헹궈
물기를 짠다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00288_3.png
288,4,"4. 양념장을 만든 뒤 찢은 고기와
얼갈이배추를 넣어 버무린다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00288_4.png
288,5,"5. 육수에 무, 양념에 버무린 고기와
얼갈이배추, 숙주, 느타리버섯, 대파,
청양고추 순으로 넣어가며 푹 끓여
마무리한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00288_5.png
289,1,"1. 찬물에 육수 재료를 넣어 육수를
우린다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00289_1.png
289,2,"2. 육수에 미소된장을 풀어 차갑게
식힌다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00289_2.png
289,3,3. 묵은 먹기 좋은 크기로 썬다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00289_3.png
289,4,"4. 미니양배추는 반 자르고, 적양파,
양파, 오이, 래디시, 당근,
아스파라거스, 파프리카는 채 썰고,
고추는 어슷 썰어 준비한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00289_4.png
289,5,"5. 달걀은 지단으로 부쳐 채 썰고,
목이버섯은 물에 불린다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00289_5.png
289,6,"6. 육수에 묵을 넣고 색을 맞춰 고명을
올린 뒤 들깻가루, 참깨, 검은깨를
얹어 마무리한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00289_6.png
290,1,"1. 물(600g)에 육수 재료를 넣고 15분간
센 불에 끓인 후 10분간 약한 불로
끓여 육수를 만든다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00290_1.png
290,2,"2. 우삼겹을 펼쳐 깔고 그 위에 깻잎,
느타리버섯, 팽이버섯 순으로
올린다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00290_2.png
290,3,3. 돌돌 말고 쪽파로 묶어 고정시킨다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00290_3.png
290,4,"4. 육수에 저염된장을 풀고 다진
마늘을 넣은 뒤 청양고추와 돌돌 만
고기를 넣고 약한 불에 살짝 익힌다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00290_4.png
290,5,"5. 그릇에 담은 뒤 붉은 고추를 올려
마무리한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00290_5.png
291,1,"1. 감자는 깍둑 썰고, 애호박은
모양대로 썰고, 쪽파, 양파, 부추는
잘게 다진다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00291_1.png
291,2,"2. 두부는 으깨 물기를 제거하고,
대파는 송송 썰고, 고추는 어슷 썰고,
표고버섯은 먹기 좋은 크기로 썬다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00291_2.png
291,3,"3. 당면, 숙주는 끓는 물에 데친 뒤
다지고, 브로콜리는 끓는 물에 살짝
데친다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00291_3.png
291,4,"4. 볼에 돼지고기, 다진 마늘, 쪽파,
양파, 부추, 숙주, 당면, 두부를 넣은
뒤 녹말가루를 섞어 반죽해 동글
납작하게 빚어 완자를 만들어
팬에 노릇하게 굽는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00291_4.png
291,5,"5. 물(300g)에 된장을 풀고 애호박과
감자, 표고버섯을 넣고 끓이다가
날콩가루를 넣은 뒤 청양고추,
완자를 넣고 조금 더 끓인다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00291_5.png
291,6,"6. 그릇에 브로콜리를 담고 국물을
부은 뒤 채 썬 대파와 고추를 얹어
마무리한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00291_6.png
292,1,"1. 콩은 삶아서 표고버섯과 함께
물(30g)을 넣고 간다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00292_1.png
292,2,"2. 저염된장, 날콩가루, 갈아 놓은 콩과
표고버섯을 섞어 저염재래된장을
만든다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00292_2.png
292,3,"3. 냄비에 육수 재료를 끓여낸 뒤
건진다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00292_3.png
292,4,"4. 산나물과 애호박, 양파는 먹기 좋게
썰고, 청양고추와 대파는 어슷하게
썬다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00292_4.png
292,5,"5. 저염재래된장을 육수에 풀고
곤드레나물, 고구마순, 취나물을
넣고 끓여 반 이상 익으면 애호박,
양파를 넣는다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00292_5.png
292,6,"6. 순두부, 양념, 청양고추, 대파를 넣고
마무리한다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00292_6.png
293,1,"1. 버섯은 밑동을 제거해 먹기 좋게
손질하고, 양파는 채 썰고, 대파와
청양고추는 어슷 썬다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00293_1.png
293,2,2. 토마토는 아주 잘게 다진다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00293_2.png
293,3,3. 된장양념을 만든다.,http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00293_3.png
293,4,"4. 냄비에 육수 재료를 넣고 15분간
끓인 뒤 체로 건더기를 건지고,
된장양념을 체에 내리면서 푼다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00293_4.png
293,5,"5. 버섯을 넣고 끓으면 토마토, 다진
마늘, 고춧가루, 들깻가루, 채 썬
양파를 넣고 끓인다.",http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00293_5.png
